start_time	end_time	character_name	dialogue	location
01:21:07,340	01:21:10,620	MARGE	I know, but - well, how do you establish that, sir? Are the cars, uh, counted daily or what kind of -	JERRY LUNDEGAARD'S OFFICE
01:21:10,720	01:21:13,470	JERRY	Ma'am, I answered your question.	JERRY LUNDEGAARD'S OFFICE
01:21:17,510	01:21:20,850	MARGE	... I'm sorry, sir?	JERRY LUNDEGAARD'S OFFICE
01:21:21,600	01:21:26,180	JERRY	Ma'am, I answered your question. I answered the darn - I'm cooperating here, and I...	JERRY LUNDEGAARD'S OFFICE
01:21:29,650	01:21:34,150	MARGE	Sir, you have no call to get snippy with me. I'm just doin' my job here.	JERRY LUNDEGAARD'S OFFICE
01:21:37,030	01:21:40,450	JERRY	I'm not, uh, I'm not arguin' here. I'm cooperating... There's no, uh	JERRY LUNDEGAARD'S OFFICE
01:21:51,710	01:21:54,250	MARGE	Sir, could I talk to Mr. Gustafson?	JERRY LUNDEGAARD'S OFFICE
01:22:09,560	01:22:12,440	JERRY	Okay, I'll do a damned lot count!	JERRY LUNDEGAARD'S OFFICE
01:22:12,530	01:22:15,020	MARGE	Sir? Right now?	JERRY LUNDEGAARD'S OFFICE
01:22:12,530	01:22:15,020	JERRY	Yah, right -	INT. WADE'S OFFICE
01:22:18,320	01:22:21,990	JERRY	... If it's so damned imporant to ya!	JERRY LUNDEGAARD'S OFFICE
01:22:24,120	01:22:26,200	JERRY	Aw, what the Christ!	JERRY LUNDEGAARD'S OFFICE
01:23:09,790	01:23:12,200	MARGE	... Oh, for Pete's sake.	JERRY LUNDEGAARD'S OFFICE
01:23:30,600	01:23:32,760	MARGE	... Detective Sibert, please...	JERRY LUNDEGAARD'S OFFICE
01:24:19,610	01:24:21,600	CARL	... The fuck happen a her?	POLICE OFFICER
01:24:22,740	01:24:25,410	GRIMSRUD	She started shrieking, you know.	POLICE OFFICER
01:24:45,760	01:24:48,630	CARL	... You c'n'ave my truck. I'm takin' a Shiera.	POLICE OFFICER
01:24:49,050	01:24:51,510	GRIMSRUD	We split that.	POLICE OFFICER
01:24:52,560	01:24:57,600	CARL	How the fuck do we split a fuckin' car? Ya dummy! With a fuckin' chainshaw?	POLICE OFFICER
01:24:58,400	01:25:00,970	GRIMSRUD	One of us pays the other for half.	POLICE OFFICER
01:25:28,130	01:25:30,590	CARL	... Are we shquare?	POLICE OFFICER
01:25:39,640	01:25:44,680	CARL	... Fuckin' ash-hole. And if you shee your friend Shep Proudpfut, tell him I'm gonna NAIL hizh fuckin' ash.	POLICE OFFICER
01:26:03,460	01:26:06,000	MARGE	The day of our homicides.	OUTSIDE
01:26:06,090	01:26:10,130	VOICE	Lundegaard's father-in-law's accountant.	OUTSIDE
01:26:10,210	01:26:13,130	MARGE	Gustafson's accountant.	OUTSIDE
01:26:13,220	01:26:16,500	MARGE	But we still haven't found Gustafson.	OUTSIDE
01:26:16,600	01:26:20,050	MARGE	Sorry - didn't copy.	OUTSIDE
01:26:16,600	01:26:20,050	VOICE	Still missing. We're looking.	OUTSIDE
01:26:20,140	01:26:24,640	MARGE	Copy.	OUTSIDE
01:26:27,820	01:26:31,400	VOICE	Oh. Gary's loudmouth.	OUTSIDE
01:26:27,820	01:26:31,400	MARGE	Yah, the loudmouth. So the whole state has it, Lundegaard and Gustafson?	OUTSIDE
01:26:37,910	01:26:40,450	MARGE	Copy. And Lundegaard too.	OUTSIDE
01:26:40,540	01:26:43,110	MARGE	There's the car! There's the car!	OUTSIDE
01:26:40,540	01:26:43,110	VOICE	Whose car?	OUTSIDE
01:26:43,210	01:26:46,990	MARGE	My car! My car! Tan Ciera!	OUTSIDE
01:28:43,740	01:28:45,810	MARGE	Stop! Police! Turn around and hands up!	ROAD EXTERIOR
01:28:52,660	01:28:54,540	MARGE	... Hands up!	ROAD EXTERIOR
01:30:08,820	01:30:12,490	MARGE	... I guess that was your accomplice in the wood chipper.	THE CRUISER
01:30:24,750	01:30:27,420	MARGE	... And for what? For a little bit of money.	THE CRUISER
01:30:34,810	01:30:38,050	MARGE	... There's more to life than money, you know.	THE CRUISER
01:30:47,770	01:30:50,060	MARGE	... Don't you know that?... And here ya are, and it's a beautiful day...	THE CRUISER
01:31:24,310	01:31:26,390	MARGE	... I just don't unnerstand it.	THE CRUISER
01:32:11,610	01:32:13,850	COP_ONE	Mr. Anderson...	MOTEL ROOM DOORWAY
01:32:13,940	01:32:16,180	COP_ONE	Mr. Anderson, is this your burgundy 88 out here?	MOTEL ROOM DOORWAY
01:32:17,780	01:32:20,860	VOICE	... Just a sec.	MOTEL ROOM DOORWAY
01:32:17,780	01:32:20,860	COP_ONE	Could you open the door, please?	MOTEL ROOM DOORWAY
01:32:20,950	01:32:23,440	VOICE	... Yah. Yah, just a sec.	MOTEL ROOM DOORWAY
01:33:15,130	01:33:18,040	NORM	They announced it.	A BEDROOM
01:33:18,130	01:33:21,170	MARGE	They announced it?	A BEDROOM
01:33:23,340	01:33:25,670	NORM	Three-cent stamp.	A BEDROOM
01:33:25,760	01:33:29,260	MARGE	Your mallard?	A BEDROOM
01:33:29,350	01:33:31,420	MARGE	That's terrific.	A BEDROOM
01:33:31,520	01:33:34,800	NORM	It's just the three cent.	A BEDROOM
01:33:34,900	01:33:38,180	NORM	Hautman's blue-winged teal got the twenty-nine cent. People don't much use the three-cent.	A BEDROOM
01:33:44,160	01:33:48,230	MARGE	Oh, for Pete's - a course they do! Every time they raise the darned postage, people need the little stamps!	A BEDROOM
01:33:49,490	01:33:52,740	MARGE	When they're stuck with a bunch a the old ones!	A BEDROOM
01:33:52,830	01:33:55,950	NORM	Yah, I guess.	A BEDROOM
01:34:12,720	01:34:14,800	MARGE	I love you, Norm.	A BEDROOM
01:34:17,480	01:34:19,550	NORM	... Two more months.	A BEDROOM
